language,sentence_1,sentence_2,similarity,rouge_l,bleu_1
english,A girl is playing a violin.,A girl is playing a flute.,2.6,0.8333333333333334,0.8333333333333334
english,A man is exercising.,A girl is exercising.,3.0,0.75,0.75
english,A person is slicing a scallop.,A person is slicing octopus.,2.0,0.7272727272727272,0.6666666666666666
english,A man and a woman are riding on their bicycles.,A man and woman are riding a motorcycle.,2.0,0.6666666666666665,0.7
english,Two men are fighting in a cow pasture.,Two men are fighting in a cattle pen.,4.0,0.75,0.75
english,A woman is adding oil to a pan.,A man is pouring oil into a pan.,3.0,0.625,0.625
english,The cat played with a watermelon.,A cat is playing with a watermelon.,4.8,0.6153846153846153,0.6666666666666666
english,A girl jumps on a car.,A girl is jumping onto a car.,4.8,0.6153846153846153,0.6666666666666666
english,A man is praying.,A man is running.,0.727,0.75,0.75
english,A car is parking.,A cat is playing.,0.0,0.5,0.5
english,A man is singing.,A man is dancing.,0.5,0.75,0.75
english,Someone is peeling a potato.,Someone is slicing a tomato.,1.4,0.6,0.6
english,A woman is peeling a potato.,A woman is slicing a tomato.,1.333,0.6666666666666666,0.6666666666666666
english,A woman is squeezing a lemon.,A woman is squeezing juice out of a lemon.,4.4,0.8,1.0
english,A woman is slicing an onion.,A man is slicing a tomato.,1.2,0.5,0.5
english,A woman is slicing a carrot.,A man is slicing a tomato.,1.2,0.6666666666666666,0.6666666666666666
english,A girl is styling her hair.,A girl is filing her nails.,1.25,0.6666666666666666,0.6666666666666666
english,A man is walking in the rain.,A man and woman is walking in the grand.,1.5,0.75,0.8571428571428571
english,A man is fishing.,A man is exercising.,0.5,0.75,0.75
english,A woman is swimming.,A man is singing.,0.067,0.5,0.5
english,A Woman is eating.,A animal is eating.,1.6,0.75,0.75
english,A boy and a girl is dancing in the rain.,A man and woman is dancing in the rain.,2.6,0.7368421052631577,0.7
english,A man is driving a car.,A man drives a car.,4.875,0.7272727272727272,0.6666666666666666
english,A woman is grating onion.,A woman grates onions.,5.0,0.4444444444444445,0.4
english,Two roosters are fighting.,Two men are fighting.,2.0,0.75,0.75
english,A man is riding a horse.,A man is driving a car.,1.4,0.6666666666666666,0.6666666666666666
english,A man is shooting a gun.,A man is slicing a bun.,0.8,0.6666666666666666,0.6666666666666666
english,A woman is cutting an onion.,A woman is cutting meat.,2.0,0.7272727272727272,0.6666666666666666
english,A boy whacks a man with a sword.,A boy spanks a man with a plastic sword.,3.333,0.823529411764706,0.875
english,A person is making a bed.,A person is eating at a table.,0.2,0.6153846153846153,0.6666666666666666
english,A man is playing a violin.,A man is playing a harp.,1.6,0.8333333333333334,0.8333333333333334
english,A man is playing a piano.,A woman is peeling a potato.,0.0,0.5,0.5
english,The baby is laughing and crawling.,A baby is laughing and crawling on the floor.,4.2,0.5333333333333333,0.8333333333333334
english,A woman is dancing in the rain.,A woman is dancing in railway station.,2.0,0.7142857142857143,0.7142857142857143
english,The man is playing the guitar.,The man is playing with a skull.,1.0,0.6153846153846153,0.6666666666666666
english,A little girl is playing a grand piano on stage.,A little girl is playing the piano.,2.6,0.588235294117647,0.5
english,a group of people dancing,A group of men are dancing.,3.4,0.5454545454545454,0.6
english,A man plays a guitar.,A woman is playing guitar.,2.0,0.4000000000000001,0.4
english,A cat swings on a ceiling fan.,A cat is spun around by a ceiling fan.,4.2,0.6250000000000001,0.7142857142857143
english,A woman is playing the flute.,A girl is playing a flute.,3.8,0.6666666666666666,0.6666666666666666
english,A monkey is brushing a bull dog.,A monkey brushes a dog.,4.2,0.6666666666666666,0.5714285714285714
english,A man is eating a bowl of cereal.,The man is eating cereal.,4.0,0.6153846153846154,0.5
english,A motorcyclist crashes on his motorcycle.,A person crashes on a motorcycle.,4.2,0.6666666666666666,0.6666666666666666
english,A man is dangling a mouse near a snake.,A man is feeding a mice to a snake.,3.2,0.6666666666666666,0.6666666666666666
english,A man and a woman are walking in the woods.,A man and woman are walking through the jungle.,3.4,0.7368421052631577,0.7
english,A man stares out a window.,A man looks out the window.,4.8,0.6666666666666666,0.6666666666666666
english,The men are performing on stage.,The comedic mimes performed on stage.,2.6,0.5,0.5
english,The lady put the baby int a trashcan.,A woman puts a baby in a trash can.,5.0,0.23529411764705882,0.25
english,Someone is frying meat.,Someone is playing paino.,0.25,0.5,0.5
english,A woman is adding ingredients to a bowl.,A woman is cracking three eggs into a bowl.,1.75,0.5882352941176471,0.625
english,A skateboarder does tricks on a half-pipe.,A man skateboards on a half pipe.,3.5,0.42857142857142855,0.42857142857142855
english,A man is speaking on a stage.,A man is speaking at a podium.,3.4,0.7142857142857143,0.7142857142857143
english,A man is playing on his keyboard.,A man is playing a guitar.,1.4,0.6153846153846153,0.5714285714285714
english,A person is cutting a potato.,A person is slicing a shallot.,1.0,0.6666666666666666,0.6666666666666666
english,A man is dancing on the ceiling of a room.,A man is dancing upside-down on the ceiling.,4.6,0.6666666666666665,0.6
english,A man is swinging in a rope.,A gibbon is swinging in the trees.,1.25,0.5714285714285714,0.5714285714285714
english,A man is cutting tomatoes.,A woman is cutting broccoli.,1.5,0.6,0.6
english,The boy cut the grass by the curb with scissors.,A boy cuts grass with scissors.,3.75,0.5,0.4
english,A man with glasses is talking.,A man in a library is talking.,3.25,0.6153846153846153,0.6666666666666666
english,A woman is cutting some flowers.,A woman is cutting broccoli.,1.0,0.7272727272727272,0.6666666666666666
english,A person is walking down a stone path.,A man is walking down a sidewalk.,3.5,0.6666666666666666,0.625
english,A man is playing guitar.,A cat is playing.,0.4,0.4444444444444445,0.4
english,A animal is eating.,The animal is hopping.,0.4,0.5,0.5
english,A cat is playing the piano.,A cat is licking its paw.,0.25,0.5,0.5
english,Men are running a race.,Racers are running down a track.,2.6,0.5454545454545454,0.6
english,A man is cutting tomatoes into pieces.,A woman is cutting potatoes.,1.8,0.5,0.42857142857142855
english,A man is playing a flute.,A woman is applying eye liner.,0.0,0.3333333333333333,0.3333333333333333
english,A chicken is pecking at a dead mouse.,A rooster pecks at a dead mouse.,3.6,0.6666666666666666,0.625
english,A woman is cutting a squash.,A woman is cutting big pepper.,2.2,0.6666666666666666,0.6666666666666666
english,A woman is adding oil on fishes.,A woman is riding a horse.,0.8,0.4615384615384615,0.42857142857142855
english,Someone is cleaning a animal.,A woman is cleaning a shrimp.,2.8,0.5454545454545454,0.6
english,A man is talking on the phone.,A man is talking.,3.2,0.5454545454545454,0.42857142857142855
english,A man laying down and shooting a gun,A man is laying on the ground shooting a rifle.,3.8,0.5555555555555556,0.625
english,A man is being put into an abulance.,A man is pouring pasta onto a plate.,0.0,0.375,0.375
english,A man is diving into a swimming pool.,A man is singing into a microphone.,0.667,0.6666666666666666,0.625
english,A man is firing a shot gun.,A man shoots a shotgun.,5.0,0.5,0.42857142857142855
english,A man playing the guitar.,A man is playing a flute.,1.8,0.5454545454545454,0.6
english,A man is peeling potato.,A man is playing a guitar.,0.4,0.5454545454545454,0.6
english,A woman is slipping in the water-tub.,A woman is lying in a raft.,0.8,0.5714285714285714,0.5714285714285714
english,A woman is peeling a potato.,A woman is hitting a man.,0.75,0.6666666666666666,0.6666666666666666
english,A woman is doing ballet.,A woman is riding on a horse.,1.0,0.5,0.6
english,A woman is cutting an onion.,A woman is rowing a boat.,0.8,0.5,0.5
english,A woman is stirring rice in a pot.,Someone is putting rice in a pan.,2.769,0.5333333333333333,0.5
english,A woman is slicing an onion.,A woman is cutting a carrot.,1.4,0.5,0.5
english,A man is slicing vegetables.,A woman is slicing a potato.,2.25,0.5454545454545454,0.6
english,A man is riding a bicycle.,A man is riding a bicycle around a parking lot.,3.25,0.625,0.8333333333333334
english,The woman is slicing fish cake.,The woman is riding a horse.,0.8,0.5,0.5
english,A man is eating bread.,A man is playing flute.,0.8,0.6,0.6
english,A big turtle is walking.,The tortoise is walking.,4.25,0.4444444444444445,0.4
english,A man is eating wood.,A man is adding oil to car.,0.5,0.5,0.6
english,A man is putting two paper towels on a paper plate.,A man is putting papers on a dish.,2.2,0.631578947368421,0.5454545454545454
english,A man and woman are walking.,A man and woman walking hold each other.,3.2,0.5714285714285715,0.6666666666666666
english,A man is cutting a rope with a sword.,The man slced through a thick rope with a sword.,4.4,0.631578947368421,0.6666666666666666
english,The man is singing and playing the guitar.,A man is playing a guitar.,3.0,0.5714285714285715,0.5
english,A man is cutting a paper.,A person is tearing paper.,2.583,0.5454545454545454,0.5
english,Two boys are talking on the phone.,A woman is talking on a telephone.,1.8,0.2857142857142857,0.2857142857142857
english,A man is playing guitar.,A woman is peeling a tuber.,0.0,0.3636363636363636,0.4
english,A woman is slicing an onion.,A women slicing lemons.,1.4,0.4,0.3333333333333333
english,Someone is cracking an egg open.,A man is breaking an egg.,3.0,0.3333333333333333,0.3333333333333333
english,A man is cutting a snake to cook.,A woman is cutting meat.,2.0,0.4615384615384615,0.375
english,A woman is scraping a carrot.,A man is striking clay pots.,0.0,0.3333333333333333,0.3333333333333333
english,American flag is waving.,A American flag is blowing in the wind.,4.2,0.5,0.75
english,A woman is slicing a lemon.,A man is showing a bread.,0.25,0.5,0.5
english,A man does floor exercises.,A man is exercising.,3.6,0.4444444444444445,0.4
english,The woman droppped eggplant into the pan.,A woman puts chopped eggplant into a skillet.,4.0,0.39999999999999997,0.42857142857142855
english,A man is preparing a hanging rope.,A man is tying a noose.,4.667,0.6153846153846153,0.5714285714285714
english,A woman dances on a stage.,A woman is dancing.,3.2,0.4,0.3333333333333333
english,A man is shooting a pistol.,A woman is chopping garlic.,0.8,0.3636363636363636,0.3333333333333333
english,A girl is playing the piano.,A little girl is playing a grand piano on stage.,3.333,0.5,0.6666666666666666
english,A man is drawing some figures.,A man is drawing on a digital dry erase board.,3.333,0.5,0.6666666666666666
english,The monkey is hanging from the trees.,The monkey swung from branch to branch.,2.0,0.42857142857142855,0.42857142857142855
english,A man is adding oil to car.,A man is putting anti-freeze into a car.,2.0,0.5333333333333333,0.5714285714285714
english,A boy played a keyboard.,A person is playing a piano keyboard.,3.2,0.5,0.6
english,The people threw the dummy over the cliff edge.,Some people are throwing a dummy off a cliff.,4.5,0.2222222222222222,0.2222222222222222
english,A woman is cutting a plastic sheet.,A woman is playing a guitar on streets.,0.5,0.5333333333333333,0.5714285714285714
english,A woman is adding spices on a meat.,A woman adds ingredients to beef.,3.75,0.28571428571428575,0.25
english,A cook seasons some dough.,A man is seasoning some dough in a pan.,3.75,0.2857142857142857,0.4
english,A boy is riding a bike on a gate.,A woman is riding a horse.,0.8,0.5333333333333333,0.4444444444444444
english,A man is doing a card trick.,A man is squeezing water.,0.25,0.5,0.42857142857142855
english,A man is mowing grass.,A guy is mowing the lawn.,4.8,0.5454545454545454,0.6
english,The two dogs were in the pen.,The cowboy rode his horse in the desert.,0.0,0.39999999999999997,0.42857142857142855
english,A man is riding on one wheel on a motorcycle.,A person is performing tricks on a motorcycle.,3.0,0.5555555555555556,0.5
english,A man is kicking oots of water.,A woman is slicing a red pepper.,0.25,0.2857142857142857,0.2857142857142857
english,A man is eating.,A woman is rock climbing.,0.0,0.4444444444444445,0.5
english,A man is playing the trumpet.,Someone is playing with a toad.,0.8,0.3333333333333333,0.5
english,A dog is looking around,A dog is watching a store counter.,1.6,0.5,0.6
english,A woman is slicing an onion.,A man is shown slicing a carrot with a knife.,1.2,0.37499999999999994,0.5
english,Someone is cutting a circle out of a pink sheet of paper.,Someone is pouring tomato sauce into a pot of meat.,0.2,0.3636363636363636,0.3333333333333333
