sentence_1,sentence_2,similarity,split
පුද්ගලයින් 6 දෙනෙක් ශුෂ්ක බිමක පන්දුවක් සමඟ සෙල්ලක් කරති,මිනිසුන් පිරිසක් උඩ පනියි,1.65,test
පුද්ගලයින් 6 දෙනෙක් ශුෂ්ක බිමක පන්දුවක් සමඟ සෙල්ලක් කරති,ඉරි තැලුණු බිමක් මත බෝලයක් උඩ දමම්න් පිරිසක් උඩ පනියි ,2.65,train
මිනිසුන් පිරිසක් උඩ පනියි ,මිනිසුන් පිරිසක් උඩ පනියි,4.65,train
මිනිසුන් පිරිසක් උඩ පනියි ,ඉරි තැලුණු බිමක් මත බෝලයක් උඩ දමම්න් පිරිසක් උඩ පනියි ,2.65,test
මිනිසුන් පිරිසක් උඩ පනියි,ඉරි තැලුණු බිමක් මත බෝලයක් උඩ දමම්න් පිරිසක් උඩ පනියි ,2.65,test
කරණමක් ගසන හිම ක්‍රීඩා කරුවකු,කඳු සහිත ප්‍රදේශයක පුදලයෙක් හිමේ ස්කීං ක්‍රීඩාවේ යෙදෙයි,2.35,test
කරණමක් ගසන හිම ක්‍රීඩා කරුවකු,මිනිසෙකු හිම ක්‍රීඩාවේ යෙදෙමින් ගුවනේ පාවෙයි ,3.0,train
කරණමක් ගසන හිම ක්‍රීඩා කරුවකු,පුද්ගලයෙක් හිම ක්‍රීඩාවේ යෙදෙයි,2.65,test
කරණමක් ගසන හිම ක්‍රීඩා කරුවකු,වර්ණවත් ඇදුමින් සරසුණු මිනිසෙක් හිම මත ලිස්ස විත් පිම්මක් පනියි ,3.65,train
කඳු සහිත ප්‍රදේශයක පුදලයෙක් හිමේ ස්කීං ක්‍රීඩාවේ යෙදෙයි,මිනිසෙකු හිම ක්‍රීඩාවේ යෙදෙමින් ගුවනේ පාවෙයි ,3.0,test
කඳු සහිත ප්‍රදේශයක පුදලයෙක් හිමේ ස්කීං ක්‍රීඩාවේ යෙදෙයි,පුද්ගලයෙක් හිම ක්‍රීඩාවේ යෙදෙයි,3.0,train
කඳු සහිත ප්‍රදේශයක පුදලයෙක් හිමේ ස්කීං ක්‍රීඩාවේ යෙදෙයි,වර්ණවත් ඇදුමින් සරසුණු මිනිසෙක් හිම මත ලිස්ස විත් පිම්මක් පනියි ,2.35,test
මිනිසෙකු හිම ක්‍රීඩාවේ යෙදෙමින් ගුවනේ පාවෙයි ,පුද්ගලයෙක් හිම ක්‍රීඩාවේ යෙදෙයි,3.35,train
මිනිසෙකු හිම ක්‍රීඩාවේ යෙදෙමින් ගුවනේ පාවෙයි ,වර්ණවත් ඇදුමින් සරසුණු මිනිසෙක් හිම මත ලිස්ස විත් පිම්මක් පනියි ,3.35,train
පුද්ගලයෙක් හිම ක්‍රීඩාවේ යෙදෙයි,වර්ණවත් ඇදුමින් සරසුණු මිනිසෙක් හිම මත ලිස්ස විත් පිම්මක් පනියි ,2.65,test
ටෙනිස් ක්‍රීඩා කරුවකු පිත්ත ඔසවා බෝලයට පහර දෙයි,කොළ පැහැති කමිසයක හා නිල් පැහැති තොප්පියක් පැළඳ සිටින ක්‍රීඩකයා ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,2.65,test
ටෙනිස් ක්‍රීඩා කරුවකු පිත්ත ඔසවා බෝලයට පහර දෙයි,ක්‍රීඩකයෙකු ටෙනිස් ක්‍රීඩාවේ යෙදී සිටියි ,3.0,train
ටෙනිස් ක්‍රීඩා කරුවකු පිත්ත ඔසවා බෝලයට පහර දෙයි,ක්‍රීඩකයෙක් ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,3.35,test
ටෙනිස් ක්‍රීඩා කරුවකු පිත්ත ඔසවා බෝලයට පහර දෙයි,ටෙනිස් ක්‍රීඩකයෙක් පන්දුවට පහරක් එල්ල කරයි ,3.65,train
කොළ පැහැති කමිසයක හා නිල් පැහැති තොප්පියක් පැළඳ සිටින ක්‍රීඩකයා ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,ක්‍රීඩකයෙකු ටෙනිස් ක්‍රීඩාවේ යෙදී සිටියි ,3.35,test
කොළ පැහැති කමිසයක හා නිල් පැහැති තොප්පියක් පැළඳ සිටින ක්‍රීඩකයා ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,ක්‍රීඩකයෙක් ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,3.35,test
කොළ පැහැති කමිසයක හා නිල් පැහැති තොප්පියක් පැළඳ සිටින ක්‍රීඩකයා ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,ටෙනිස් ක්‍රීඩකයෙක් පන්දුවට පහරක් එල්ල කරයි ,2.65,test
ක්‍රීඩකයෙකු ටෙනිස් ක්‍රීඩාවේ යෙදී සිටියි ,ක්‍රීඩකයෙක් ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,5.0,train
ක්‍රීඩකයෙකු ටෙනිස් ක්‍රීඩාවේ යෙදී සිටියි ,ටෙනිස් ක්‍රීඩකයෙක් පන්දුවට පහරක් එල්ල කරයි ,3.35,test
ක්‍රීඩකයෙක් ටෙනිස් ක්‍රීඩාවේ යෙදෙයි,ටෙනිස් ක්‍රීඩකයෙක් පන්දුවට පහරක් එල්ල කරයි ,3.35,test
පැසිපන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් තුන් දෙනෙක් ,පැසිපන්දු ක්‍රීඩකයෝ තිදෙනෙක් ගුවනේ ඇති පන්දුව දෙස ඇස් යොමු කරමින් සිටිති,3.0,train
පැසිපන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් තුන් දෙනෙක් ,ක්‍රීඩකයන් පැසි පන්දු ක්‍රීඩාවේ යෙදී සිටී ,4.0,test
පැසිපන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් තුන් දෙනෙක් ,ක්‍රීඩකයන් අවධානයෙන් බලා සිටියි,1.65,test
පැසිපන්දු ක්‍රීඩාවේ යෙදෙන ක්‍රීඩකයන් තුන් දෙනෙක් ,බාස්කට් බෝල් ක්‍රීඩකයෝ තිදෙනෙක් ඉතා උනන්දුවෙන් යමක් දෙස බලා සිටිති ,2.0,train
